Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
muz-wg18-pnd-049,Pendant in white gold DJ58 GY,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-049,100,shopify,1,deny,manual,1375.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ58-GY-4.jpg,1,MUZEM Pendant in white gold DJ58 GY - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ58 GY | Muzem Emeralds Colombia,Shop Pendant in white gold DJ58 GY at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-049,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1375.0,,active
muz-wg18-pnd-050,Pendant in white gold DJ935,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-050,100,shopify,1,deny,manual,750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ935-4.jpg,1,MUZEM Pendant in white gold DJ935 - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ935 | Muzem Emeralds Colombia,Shop Pendant in white gold DJ935 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-050,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,750.0,,active
muz-yg18-pnd-051,Pendant in yellow gold DJ1220,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-051,100,shopify,1,deny,manual,2125.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1220-3.jpg,1,MUZEM Pendant in yellow gold DJ1220 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ1220 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ1220 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-051,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,2125.0,,active
muz-yg18-pnd-052,Pendant in yellow gold DJ1806,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-052,100,shopify,1,deny,manual,10000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1806-2_momhlcp41fc_2025-02-28-16-53-30.jpg,1,MUZEM Pendant in yellow gold DJ1806 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ1806 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ1806 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-052,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,10000.0,,active
muz-yg18-pnd-053,Pendant in yellow gold DJ1879,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-053,100,shopify,1,deny,manual,9500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1879.5.jpg,1,MUZEM Pendant in yellow gold DJ1879 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ1879 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ1879 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-053,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,9500.0,,active
muz-yg18-pnd-054,Pendant in yellow gold DJ2117,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-054,100,shopify,1,deny,manual,9000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ2117_6xdkpp9sehb_2025-07-17-14-47-06.jpg,1,MUZEM Pendant in yellow gold DJ2117 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2117 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2117 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-054,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,9000.0,,active
muz-yg18-pnd-055,Pendant in yellow gold DJ2171,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-055,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ2171-1.jpg,1,MUZEM Pendant in yellow gold DJ2171 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2171 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2171 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-055,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,1500.0,,active
muz-yg18-pnd-056,Pendant in yellow gold DJ2197,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-056,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/08/DJ2197_e6o0kt0rihq_2025-08-12-14-35-30.jpg,1,MUZEM Pendant in yellow gold DJ2197 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2197 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2197 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-056,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,1500.0,,active
muz-yg18-pnd-057,Pendant in yellow gold DJ2450,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-057,100,shopify,1,deny,manual,8750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2450-2.jpg,1,MUZEM Pendant in yellow gold DJ2450 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2450 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2450 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-057,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,8750.0,,active
muz-yg18-pnd-058,Pendant in yellow gold DJ2452,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-058,100,shopify,1,deny,manual,875.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2452-3.jpg,1,MUZEM Pendant in yellow gold DJ2452 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2452 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2452 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-058,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,875.0,,active
muz-yg18-pnd-059,Pendant in yellow gold DJ2458,"<p>Beautiful pendant featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-059,100,shopify,1,deny,manual,2500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2458-4.jpg,1,MUZEM Pendant in yellow gold DJ2458 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Pendant in yellow gold DJ2458 | Muzem Emeralds Colombia,Shop Pendant in yellow gold DJ2458 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-059,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,2500.0,,active
muz-sv925-brc-060,PL00 Silver Bracelet,"<p>Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-BRC-060,100,shopify,1,deny,manual,3000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/PL00-3.jpg,1,MUZEM PL00 Silver Bracelet - Colombian Emerald Natural in Silver,FALSE,PL00 Silver Bracelet | Muzem Emeralds Colombia,Shop PL00 Silver Bracelet at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-BRC-060,Bracelet,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,3000.0,,active
muz-sv925-brc-061,PL05 Silver Bracelet,"<p>Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-BRC-061,100,shopify,1,deny,manual,2125.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/PL05-1.jpg,1,MUZEM PL05 Silver Bracelet - Colombian Emerald Natural in Silver,FALSE,PL05 Silver Bracelet | Muzem Emeralds Colombia,Shop PL05 Silver Bracelet at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-BRC-061,Bracelet,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,2125.0,,active
muz-pt950-rng-062,Platinum Ring AN1017,"<p>Beautiful ring featuring a natural Colombian emerald set in Platinum. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-PT950-RNG-062,100,shopify,1,deny,manual,8000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1017.3.jpg,1,MUZEM Platinum Ring AN1017 - Colombian Emerald Natural in Platinum,FALSE,Platinum Ring AN1017 | Muzem Emeralds Colombia,Shop Platinum Ring AN1017 at Muzem Emeralds. Certified Colombian emeralds in Platinum. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-PT950-RNG-062,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Platinum,Natural,Colombian,,,,g,,,8000.0,,active
muz-yg18-rng-063,Ring in 18k Yellow Gold with Emerald and Diamonds AN2044,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold,diamonds",TRUE,Size,6,,,,,MUZ-YG18-RNG-063,100,shopify,1,deny,manual,3000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2026/02/IMG_1600.jpeg,1,MUZEM Ring in 18k Yellow Gold with Emerald and Diamonds AN2044 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Ring in 18k Yellow Gold with Emerald and Diamonds AN2044 | Muzem Emera,Shop Ring in 18k Yellow Gold with Emerald and Diamonds AN2044 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-063,Ring,"colombian-emerald,natural-stone,certified,18k-gold,diamonds",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,3000.0,,active
muz-yg18-rng-064,Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-064,100,shopify,1,deny,manual,23000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,1,MUZEM Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN,Shop Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shippin,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-064,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,23000.0,,active
muz-yg18-rng-065,Ring in yellow gold AN2171,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-065,100,shopify,1,deny,manual,25000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,1,MUZEM Ring in yellow gold AN2171 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Ring in yellow gold AN2171 | Muzem Emeralds Colombia,Shop Ring in yellow gold AN2171 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-065,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,25000.0,,active
muz-yg18-rng-066,"Ring yellow gold Emerald 0.68 cts, drop cut AN2459","<p>Beautiful ring featuring a drop cut Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-066,100,shopify,1,deny,manual,3100.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,1,"MUZEM Ring yellow gold Emerald 0.68 cts, drop cut AN2459 - Colombian Emerald Drop Cut in 18k Yellow Gold",FALSE,"Ring yellow gold Emerald 0.68 cts, drop cut AN2459 | Muzem Emeralds Co","Shop Ring yellow gold Emerald 0.68 cts, drop cut AN2459 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.",Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-066,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Drop Cut,Colombian,,,,g,,,3100.0,,active
muz-sv925-brc-067,Silver bracelet PL01,"<p>Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-BRC-067,100,shopify,1,deny,manual,500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,1,MUZEM Silver bracelet PL01 - Colombian Emerald Natural in Silver,FALSE,Silver bracelet PL01 | Muzem Emeralds Colombia,Shop Silver bracelet PL01 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-BRC-067,Bracelet,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,500.0,,active
muz-sv925-brc-068,Silver bracelet PL02,"<p>Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-BRC-068,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,1,MUZEM Silver bracelet PL02 - Colombian Emerald Natural in Silver,FALSE,Silver bracelet PL02 | Muzem Emeralds Colombia,Shop Silver bracelet PL02 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-BRC-068,Bracelet,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,1500.0,,active
muz-sv925-brc-069,Silver bracelet PL04,"<p>Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-BRC-069,100,shopify,1,deny,manual,875.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,1,MUZEM Silver bracelet PL04 - Colombian Emerald Natural in Silver,FALSE,Silver bracelet PL04 | Muzem Emeralds Colombia,Shop Silver bracelet PL04 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-BRC-069,Bracelet,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,875.0,,active
muz-sv925-rng-070,Silver earrings AR011,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-070,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,1,MUZEM Silver earrings AR011 - Colombian Emerald Natural in Silver,FALSE,Silver earrings AR011 | Muzem Emeralds Colombia,Shop Silver earrings AR011 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-070,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,2250.0,,active
muz-sv925-pnd-071,Silver pendant DJ011,"<p>Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-071,100,shopify,1,deny,manual,1125.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,1,MUZEM Silver pendant DJ011 - Colombian Emerald Natural in Silver,FALSE,Silver pendant DJ011 | Muzem Emeralds Colombia,Shop Silver pendant DJ011 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-071,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,1125.0,,active
muz-sv925-pnd-072,Silver pendant DJ012,"<p>Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-072,100,shopify,1,deny,manual,350.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,1,MUZEM Silver pendant DJ012 - Colombian Emerald Natural in Silver,FALSE,Silver pendant DJ012 | Muzem Emeralds Colombia,Shop Silver pendant DJ012 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-072,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,350.0,,active
muz-sv925-rng-073,Silver ring AN001,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-073,100,shopify,1,deny,manual,375.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,1,MUZEM Silver ring AN001 - Colombian Emerald Natural in Silver,FALSE,Silver ring AN001 | Muzem Emeralds Colombia,Shop Silver ring AN001 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-073,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,375.0,,active
muz-sv925-rng-074,Silver Ring AN002,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-074,100,shopify,1,deny,manual,300.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,1,MUZEM Silver Ring AN002 - Colombian Emerald Natural in Silver,FALSE,Silver Ring AN002 | Muzem Emeralds Colombia,Shop Silver Ring AN002 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-074,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,300.0,,active
muz-sv925-rng-075,Silver ring AN003,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-075,100,shopify,1,deny,manual,250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,1,MUZEM Silver ring AN003 - Colombian Emerald Natural in Silver,FALSE,Silver ring AN003 | Muzem Emeralds Colombia,Shop Silver ring AN003 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-075,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,250.0,,active
muz-sv925-rng-076,Silver ring AN007,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-076,100,shopify,1,deny,manual,1125.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,1,MUZEM Silver ring AN007 - Colombian Emerald Natural in Silver,FALSE,Silver ring AN007 | Muzem Emeralds Colombia,Shop Silver ring AN007 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-076,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,1125.0,,active
