Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
muz-sv925-rng-021,Earrings in silver with carved natural emerald AR002,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-021,100,shopify,1,deny,manual,300.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AR002-1-1.jpg,1,MUZEM Earrings in silver with carved natural emerald AR002 - Colombian Emerald Carved in Silver,FALSE,Earrings in silver with carved natural emerald AR002 | Muzem Emeralds ,Shop Earrings in silver with carved natural emerald AR002 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-021,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,300.0,,active
muz-sv925-rng-022,Earrings in silver with carved natural emerald AR003,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-022,100,shopify,1,deny,manual,300.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AR003-4.jpg,1,MUZEM Earrings in silver with carved natural emerald AR003 - Colombian Emerald Carved in Silver,FALSE,Earrings in silver with carved natural emerald AR003 | Muzem Emeralds ,Shop Earrings in silver with carved natural emerald AR003 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-022,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,300.0,,active
muz-sv925-rng-023,Earrings in silver with Natural Emerald Carved AR004,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-023,100,shopify,1,deny,manual,750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AR004-4.jpg,1,MUZEM Earrings in silver with Natural Emerald Carved AR004 - Colombian Emerald Carved in Silver,FALSE,Earrings in silver with Natural Emerald Carved AR004 | Muzem Emeralds ,Shop Earrings in silver with Natural Emerald Carved AR004 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-023,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,750.0,,active
muz-wg18-rng-024,Earrings in white gold AR1981,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-024,100,shopify,1,deny,manual,1000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/AR1981-3.jpg,1,MUZEM Earrings in white gold AR1981 - Colombian Emerald Natural in White Gold,FALSE,Earrings in white gold AR1981 | Muzem Emeralds Colombia,Shop Earrings in white gold AR1981 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-024,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1000.0,,active
muz-yg18-rng-025,Earrings in yellow gold AR2437,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-025,100,shopify,1,deny,manual,3000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/AR2437-3.jpg,1,MUZEM Earrings in yellow gold AR2437 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Earrings in yellow gold AR2437 | Muzem Emeralds Colombia,Shop Earrings in yellow gold AR2437 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-025,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,3000.0,,active
muz-yg18-rng-026,Earrings in yellow gold AR2490,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-026,100,shopify,1,deny,manual,3750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/08/AR2490-3.jpg,1,MUZEM Earrings in yellow gold AR2490 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Earrings in yellow gold AR2490 | Muzem Emeralds Colombia,Shop Earrings in yellow gold AR2490 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-026,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,3750.0,,active
muz-yg18-rng-027,Earrings in yellow gold AR2882,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-027,100,shopify,1,deny,manual,1625.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AR2882-4.jpg,1,MUZEM Earrings in yellow gold AR2882 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Earrings in yellow gold AR2882 | Muzem Emeralds Colombia,Shop Earrings in yellow gold AR2882 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-027,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,1625.0,,active
muz-yg18-rng-028,Earrings Yellow Gold AR2270,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-028,100,shopify,1,deny,manual,3750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AR2270.2.jpg,1,MUZEM Earrings Yellow Gold AR2270 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Earrings Yellow Gold AR2270 | Muzem Emeralds Colombia,Shop Earrings Yellow Gold AR2270 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-028,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,3750.0,,active
muz-yg18-rng-029,Earrings yellow gold AR2725,"<p>Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-YG18-RNG-029,100,shopify,1,deny,manual,2500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AR2725-1.jpg,1,MUZEM Earrings yellow gold AR2725 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Earrings yellow gold AR2725 | Muzem Emeralds Colombia,Shop Earrings yellow gold AR2725 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-RNG-029,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,2500.0,,active
muz-yg18-pnd-030,Pendant in 18k yellow gold with carved natural emerald DJ2416,"<p>Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-030,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2416-4.jpg,1,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2416 - Colombian Emerald Carved in 18k Yellow Gold,FALSE,Pendant in 18k yellow gold with carved natural emerald DJ2416 | Muzem ,Shop Pendant in 18k yellow gold with carved natural emerald DJ2416 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-030,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Carved,Colombian,,,,g,,,2250.0,,active
muz-yg18-pnd-031,Pendant in 18k yellow gold with carved natural emerald DJ2420,"<p>Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-031,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2420-3.jpeg,1,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2420 - Colombian Emerald Carved in 18k Yellow Gold,FALSE,Pendant in 18k yellow gold with carved natural emerald DJ2420 | Muzem ,Shop Pendant in 18k yellow gold with carved natural emerald DJ2420 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-031,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Carved,Colombian,,,,g,,,1500.0,,active
muz-yg18-pnd-032,Pendant in 18k yellow gold with carved natural emerald DJ2426,"<p>Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-032,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,1,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2426 - Colombian Emerald Carved in 18k Yellow Gold,FALSE,Pendant in 18k yellow gold with carved natural emerald DJ2426 | Muzem ,Shop Pendant in 18k yellow gold with carved natural emerald DJ2426 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-032,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Carved,Colombian,,,,g,,,1500.0,,active
muz-yg18-pnd-033,Pendant in 18k yellow gold with carved natural Emerald DJ2439,"<p>Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-033,100,shopify,1,deny,manual,2450.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,1,MUZEM Pendant in 18k yellow gold with carved natural Emerald DJ2439 - Colombian Emerald Carved in 18k Yellow Gold,FALSE,Pendant in 18k yellow gold with carved natural Emerald DJ2439 | Muzem ,Shop Pendant in 18k yellow gold with carved natural Emerald DJ2439 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-033,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Carved,Colombian,,,,g,,,2450.0,,active
muz-yg18-pnd-034,Pendant in 18k yellow gold with trapiche emeralds DJ2451,"<p>Beautiful pendant featuring a trapiche Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-PND-034,100,shopify,1,deny,manual,7500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,1,MUZEM Pendant in 18k yellow gold with trapiche emeralds DJ2451 - Colombian Emerald Trapiche in 18k Yellow Gold,FALSE,Pendant in 18k yellow gold with trapiche emeralds DJ2451 | Muzem Emera,Shop Pendant in 18k yellow gold with trapiche emeralds DJ2451 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-PND-034,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Trapiche,Colombian,,,,g,,,7500.0,,active
muz-sv925-pnd-035,Pendant in silver DJ00,"<p>Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-035,100,shopify,1,deny,manual,8500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,1,MUZEM Pendant in silver DJ00 - Colombian Emerald Natural in Silver,FALSE,Pendant in silver DJ00 | Muzem Emeralds Colombia,Shop Pendant in silver DJ00 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-035,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,8500.0,,active
muz-sv925-pnd-036,Pendant in silver DJ010,"<p>Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-036,100,shopify,1,deny,manual,1625.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,1,MUZEM Pendant in silver DJ010 - Colombian Emerald Natural in Silver,FALSE,Pendant in silver DJ010 | Muzem Emeralds Colombia,Shop Pendant in silver DJ010 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-036,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,1625.0,,active
muz-sv925-pnd-037,Pendant in silver with carved natural emerald DJ001,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-037,100,shopify,1,deny,manual,875.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ001 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ001 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ001 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-037,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,875.0,,active
muz-sv925-pnd-038,Pendant in silver with carved natural emerald DJ002,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-038,100,shopify,1,deny,manual,325.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ002 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ002 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ002 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-038,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,325.0,,active
muz-sv925-pnd-039,Pendant in silver with carved natural emerald DJ003,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-039,100,shopify,1,deny,manual,750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ003 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ003 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ003 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-039,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,750.0,,active
muz-sv925-pnd-040,Pendant in silver with carved natural emerald DJ004,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-040,100,shopify,1,deny,manual,300.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ004 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ004 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ004 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-040,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,300.0,,active
muz-sv925-pnd-041,Pendant in silver with carved natural emerald DJ005,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-041,100,shopify,1,deny,manual,450.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ005 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ005 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ005 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-041,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,450.0,,active
muz-sv925-pnd-042,Pendant in silver with carved natural emerald DJ006,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-042,100,shopify,1,deny,manual,450.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ006 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ006 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ006 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-042,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,450.0,,active
muz-sv925-pnd-043,Pendant in silver with carved natural emerald DJ008,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-043,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ008 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ008 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ008 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-043,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,1500.0,,active
muz-sv925-pnd-044,Pendant in silver with carved natural emerald DJ009,"<p>Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-044,100,shopify,1,deny,manual,1250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,1,MUZEM Pendant in silver with carved natural emerald DJ009 - Colombian Emerald Carved in Silver,FALSE,Pendant in silver with carved natural emerald DJ009 | Muzem Emeralds C,Shop Pendant in silver with carved natural emerald DJ009 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-044,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,1250.0,,active
muz-wg18-pnd-045,Pendant in white gold DJ1030,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-045,100,shopify,1,deny,manual,575.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,1,MUZEM Pendant in white gold DJ1030 - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ1030 | Muzem Emeralds Colombia,Shop Pendant in white gold DJ1030 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-045,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,575.0,,active
muz-wg18-pnd-046,Pendant in white gold DJ1299,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-046,100,shopify,1,deny,manual,2500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,1,MUZEM Pendant in white gold DJ1299 - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ1299 | Muzem Emeralds Colombia,Shop Pendant in white gold DJ1299 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-046,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2500.0,,active
muz-wg18-pnd-047,Pendant in white gold DJ1350,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-047,100,shopify,1,deny,manual,575.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,1,MUZEM Pendant in white gold DJ1350 - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ1350 | Muzem Emeralds Colombia,Shop Pendant in white gold DJ1350 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-047,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,575.0,,active
muz-wg18-pnd-048,Pendant in white gold DJ1385,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-048,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ1385-4.jpg,1,MUZEM Pendant in white gold DJ1385 - Colombian Emerald Natural in White Gold,FALSE,Pendant in white gold DJ1385 | Muzem Emeralds Colombia,Shop Pendant in white gold DJ1385 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-048,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1500.0,,active
