product_id,title,url,meta_title,meta_description,og_title,og_type,og_url,og_image,og_description,og_site_name,og_price_amount,og_price_currency,og_availability,og_brand,twitter_card,twitter_site,twitter_title,twitter_description,twitter_image,twitter_label1,twitter_data1,twitter_label2,twitter_data2
MUZEM_103,White gold ring with Moissanite AN1673,https://muzem.co/en/shop/white-gold/white-gold-rings/white-gold-ring-with-moissanite-an1673/,White gold ring Moissanite AN1673 | Muzem Emeralds,Shop White gold ring with Moissanite AN1673 at Muzem Emeralds. Authentic Colombian emerald ring in White Gold. 4th generation family jewelry from Bogotá & Me...,White gold ring with Moissanite AN1673,product,https://muzem.co/en/shop/white-gold/white-gold-rings/white-gold-ring-with-moissanite-an1673/,https://muzem.co/wp-content/uploads/2025/06/AN1673-4.jpg,Shop White gold ring with Moissanite AN1673 at Muzem Emeralds. Authentic Colombian emerald ring in White Gold. 4th generation family jewelry from Bogotá & Me...,Muzem Emeralds,6000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,White gold ring with Moissanite AN1673,Shop White gold ring with Moissanite AN1673 at Muzem Emeralds. Authentic Colombian emerald ring in White Gold. 4th generation family jewelry from Bogotá & Me...,https://muzem.co/wp-content/uploads/2025/06/AN1673-4.jpg,Price,"$6,000,000 COP",Availability,In Stock
MUZEM_104,Yellow gold bracelet PL122,https://muzem.co/en/shop/yellow-gold/yellow-gold-bracelets/yellow-gold-bracelet-pl122/,Yellow gold bracelet PL122 | Muzem Emeralds,Shop Yellow gold bracelet PL122 at Muzem Emeralds. Authentic Colombian emerald bracelet in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medel...,Yellow gold bracelet PL122,product,https://muzem.co/en/shop/yellow-gold/yellow-gold-bracelets/yellow-gold-bracelet-pl122/,https://muzem.co/wp-content/uploads/2025/03/PL122.6.jpg,Shop Yellow gold bracelet PL122 at Muzem Emeralds. Authentic Colombian emerald bracelet in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medel...,Muzem Emeralds,14000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold bracelet PL122,Shop Yellow gold bracelet PL122 at Muzem Emeralds. Authentic Colombian emerald bracelet in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medel...,https://muzem.co/wp-content/uploads/2025/03/PL122.6.jpg,Price,"$14,000,000 COP",Availability,In Stock
MUZEM_105,Yellow gold bracelet PL98,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/yellow-gold-bracelet-pl98/,Yellow gold bracelet PL98 | Muzem Emeralds,Discover Yellow gold bracelet PL98 - Certified Colombian emerald bracelet crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold bracelet PL98,product,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/yellow-gold-bracelet-pl98/,https://muzem.co/wp-content/uploads/2025/05/PL98-3.jpg,Discover Yellow gold bracelet PL98 - Certified Colombian emerald bracelet crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,12000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold bracelet PL98,Discover Yellow gold bracelet PL98 - Certified Colombian emerald bracelet crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/05/PL98-3.jpg,Price,"$12,000,000 COP",Availability,In Stock
MUZEM_106,Yellow gold earrings AR12 GH,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/yellow-gold-earrings-ar12-gh/,Yellow gold earrings AR12 GH | Muzem Emeralds,Discover Yellow gold earrings AR12 GH - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold earrings AR12 GH,product,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/yellow-gold-earrings-ar12-gh/,https://muzem.co/wp-content/uploads/2025/07/AR12-GH-1.jpg,Discover Yellow gold earrings AR12 GH - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,3200000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings AR12 GH,Discover Yellow gold earrings AR12 GH - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/07/AR12-GH-1.jpg,Price,"$3,200,000 COP",Availability,In Stock
MUZEM_107,Yellow gold earrings AR2698,https://muzem.co/en/shop/stones-and-their-shapes/oval/yellow-gold-earrings-ar2698/,Yellow gold earrings AR2698 | Muzem Emeralds,Shop Yellow gold earrings AR2698 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Yellow gold earrings AR2698,product,https://muzem.co/en/shop/stones-and-their-shapes/oval/yellow-gold-earrings-ar2698/,https://muzem.co/wp-content/uploads/2025/04/AR2698-4.jpg,Shop Yellow gold earrings AR2698 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Muzem Emeralds,6000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings AR2698,Shop Yellow gold earrings AR2698 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,https://muzem.co/wp-content/uploads/2025/04/AR2698-4.jpg,Price,"$6,000,000 COP",Availability,In Stock
MUZEM_108,Yellow gold earrings AR2717,https://muzem.co/en/shop/stones-and-their-shapes/oval/yellow-gold-earrings-ar2717/,Yellow gold earrings AR2717 | Muzem Emeralds,Yellow gold earrings AR2717 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold earrings AR2717,product,https://muzem.co/en/shop/stones-and-their-shapes/oval/yellow-gold-earrings-ar2717/,https://muzem.co/wp-content/uploads/2025/04/AR2717.1.jpg,Yellow gold earrings AR2717 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,8000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings AR2717,Yellow gold earrings AR2717 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/04/AR2717.1.jpg,Price,"$8,000,000 COP",Availability,In Stock
MUZEM_109,Yellow gold earrings AR2766,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/yellow-gold-earrings-ar2766/,Yellow gold earrings AR2766 | Muzem Emeralds,Discover Yellow gold earrings AR2766 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold earrings AR2766,product,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/yellow-gold-earrings-ar2766/,https://muzem.co/wp-content/uploads/2025/05/AR2766-3.jpg,Discover Yellow gold earrings AR2766 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,12000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings AR2766,Discover Yellow gold earrings AR2766 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/05/AR2766-3.jpg,Price,"$12,000,000 COP",Availability,In Stock
MUZEM_110,Yellow gold earrings AR2890,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-earrings-ar2890/,Yellow gold earrings AR2890 | Muzem Emeralds,Yellow gold earrings AR2890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold earrings AR2890,product,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-earrings-ar2890/,https://muzem.co/wp-content/uploads/2025/06/AR2890_hxtf9vr7jh_2025-06-17-16-34-12.jpg,Yellow gold earrings AR2890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,13400000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings AR2890,Yellow gold earrings AR2890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/06/AR2890_hxtf9vr7jh_2025-06-17-16-34-12.jpg,Price,"$13,400,000 COP",Availability,In Stock
MUZEM_111,Yellow gold earrings DJ2414,https://muzem.co/en/shop/stones-and-their-shapes/emerald/yellow-gold-earrings-dj2414/,Yellow gold earrings DJ2414 | Muzem Emeralds,Yellow gold earrings DJ2414 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold earrings DJ2414,product,https://muzem.co/en/shop/stones-and-their-shapes/emerald/yellow-gold-earrings-dj2414/,https://muzem.co/wp-content/uploads/2025/03/AR2414-1.jpg,Yellow gold earrings DJ2414 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,14000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold earrings DJ2414,Yellow gold earrings DJ2414 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AR2414-1.jpg,Price,"$14,000,000 COP",Availability,In Stock
MUZEM_112,Yellow gold pendant,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/yellow-gold-pendant/,Yellow gold pendant | Muzem Emeralds,Discover Yellow gold pendant - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold pendant,product,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/yellow-gold-pendant/,https://muzem.co/wp-content/uploads/2025/05/Set01D-4.jpg,Discover Yellow gold pendant - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,4800000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant,Discover Yellow gold pendant - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/05/Set01D-4.jpg,Price,"$4,800,000 COP",Availability,In Stock
MUZEM_113,Yellow gold pendant DJ1313,https://muzem.co/en/shop/stones-and-their-shapes/emerald/yellow-gold-pendant-dj1313/,Yellow gold pendant DJ1313 | Muzem Emeralds,Discover Yellow gold pendant DJ1313 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold pendant DJ1313,product,https://muzem.co/en/shop/stones-and-their-shapes/emerald/yellow-gold-pendant-dj1313/,https://muzem.co/wp-content/uploads/2025/03/DJ1313-1.jpg,Discover Yellow gold pendant DJ1313 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,10500000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ1313,Discover Yellow gold pendant DJ1313 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/03/DJ1313-1.jpg,Price,"$10,500,000 COP",Availability,In Stock
MUZEM_114,Yellow gold pendant DJ1694,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-pendant-dj1694/,Yellow gold pendant DJ1694 | Muzem Emeralds,Yellow gold pendant DJ1694 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold pendant DJ1694,product,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-pendant-dj1694/,https://muzem.co/wp-content/uploads/2025/03/DJ1694-1.jpg,Yellow gold pendant DJ1694 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,6000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ1694,Yellow gold pendant DJ1694 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/DJ1694-1.jpg,Price,"$6,000,000 COP",Availability,In Stock
MUZEM_115,Yellow gold pendant DJ1993,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/dj1993/,Yellow gold pendant DJ1993 | Muzem Emeralds,Shop Yellow gold pendant DJ1993 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Yellow gold pendant DJ1993,product,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/dj1993/,https://muzem.co/wp-content/uploads/2025/03/DJ1993.4.jpg,Shop Yellow gold pendant DJ1993 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Muzem Emeralds,18000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ1993,Shop Yellow gold pendant DJ1993 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,https://muzem.co/wp-content/uploads/2025/03/DJ1993.4.jpg,Price,"$18,000,000 COP",Availability,In Stock
MUZEM_116,Yellow gold pendant DJ1995,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-pendant-dj1995/,Yellow gold pendant DJ1995 | Muzem Emeralds,Yellow gold pendant DJ1995 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold pendant DJ1995,product,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-pendant-dj1995/,https://muzem.co/wp-content/uploads/2025/03/AN1995-2.jpg,Yellow gold pendant DJ1995 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,14000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ1995,Yellow gold pendant DJ1995 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AN1995-2.jpg,Price,"$14,000,000 COP",Availability,In Stock
MUZEM_117,Yellow gold pendant DJ2211,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-pendant-dj2211/,Yellow gold pendant DJ2211 | Muzem Emeralds,Shop Yellow gold pendant DJ2211 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Yellow gold pendant DJ2211,product,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-pendant-dj2211/,https://muzem.co/wp-content/uploads/2025/03/DJ2211-1.jpg,Shop Yellow gold pendant DJ2211 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Muzem Emeralds,5200000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ2211,Shop Yellow gold pendant DJ2211 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,https://muzem.co/wp-content/uploads/2025/03/DJ2211-1.jpg,Price,"$5,200,000 COP",Availability,In Stock
MUZEM_118,Yellow gold pendant DJ2470,https://muzem.co/en/shop/stones-and-their-shapes/teardrop/yellow-gold-pendant-dj2470/,Yellow gold pendant DJ2470 | Muzem Emeralds,Shop Yellow gold pendant DJ2470 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Yellow gold pendant DJ2470,product,https://muzem.co/en/shop/stones-and-their-shapes/teardrop/yellow-gold-pendant-dj2470/,https://muzem.co/wp-content/uploads/2025/06/DJ2470_3fu22gvfwf1_2025-06-16-17-50-35.jpg,Shop Yellow gold pendant DJ2470 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Muzem Emeralds,40000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold pendant DJ2470,Shop Yellow gold pendant DJ2470 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,https://muzem.co/wp-content/uploads/2025/06/DJ2470_3fu22gvfwf1_2025-06-16-17-50-35.jpg,Price,"$40,000,000 COP",Availability,In Stock
MUZEM_119,Yellow gold ring AN 2071,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-ring-an-2071/,Yellow gold ring AN 2071 | Muzem Emeralds,Discover Yellow gold ring AN 2071 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold ring AN 2071,product,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-ring-an-2071/,https://muzem.co/wp-content/uploads/2025/03/AN2071-1.jpg,Discover Yellow gold ring AN 2071 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,3000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN 2071,Discover Yellow gold ring AN 2071 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/03/AN2071-1.jpg,Price,"$3,000,000 COP",Availability,In Stock
MUZEM_120,Yellow gold ring AN1361,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/yellow-gold-ring-an1361/,Yellow gold ring AN1361 | Muzem Emeralds,Yellow gold ring AN1361 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold ring AN1361,product,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/yellow-gold-ring-an1361/,https://muzem.co/wp-content/uploads/2025/03/AN1361-4.jpg,Yellow gold ring AN1361 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,24000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1361,Yellow gold ring AN1361 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AN1361-4.jpg,Price,"$24,000,000 COP",Availability,In Stock
MUZEM_121,Yellow gold ring AN1626,https://muzem.co/en/shop/stones-and-their-shapes/trillion/yellow-gold-ring-an1626/,Yellow gold ring AN1626 | Muzem Emeralds,Discover Yellow gold ring AN1626 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold ring AN1626,product,https://muzem.co/en/shop/stones-and-their-shapes/trillion/yellow-gold-ring-an1626/,https://muzem.co/wp-content/uploads/2025/03/AN1626_i3ob0rwe29s_2025-03-25-15-07-48.jpg,Discover Yellow gold ring AN1626 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,16000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1626,Discover Yellow gold ring AN1626 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/03/AN1626_i3ob0rwe29s_2025-03-25-15-07-48.jpg,Price,"$16,000,000 COP",Availability,In Stock
MUZEM_122,Yellow gold ring AN1756,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/yellow-gold-ring-an1756/,Yellow gold ring AN1756 | Muzem Emeralds,Yellow gold ring AN1756 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold ring AN1756,product,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/yellow-gold-ring-an1756/,https://muzem.co/wp-content/uploads/2025/03/AN1756.2.jpg,Yellow gold ring AN1756 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,12000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1756,Yellow gold ring AN1756 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AN1756.2.jpg,Price,"$12,000,000 COP",Availability,In Stock
MUZEM_123,Yellow gold ring AN1890,https://muzem.co/en/shop/stones-and-their-shapes/heart/yellow-gold-ring-an1890/,Yellow gold ring AN1890 | Muzem Emeralds,Yellow gold ring AN1890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold ring AN1890,product,https://muzem.co/en/shop/stones-and-their-shapes/heart/yellow-gold-ring-an1890/,https://muzem.co/wp-content/uploads/2025/07/AN1890-3.jpg,Yellow gold ring AN1890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,10000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1890,Yellow gold ring AN1890 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/07/AN1890-3.jpg,Price,"$10,000,000 COP",Availability,In Stock
MUZEM_124,Yellow gold ring AN1924,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/white-gold-ring-an1924/,Yellow gold ring AN1924 | Muzem Emeralds,Yellow gold ring AN1924 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold ring AN1924,product,https://muzem.co/en/shop/yellow-gold/yellow-gold-rings/white-gold-ring-an1924/,https://muzem.co/wp-content/uploads/2025/03/AN1924.1.jpg,Yellow gold ring AN1924 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,72000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1924,Yellow gold ring AN1924 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AN1924.1.jpg,Price,"$72,000,000 COP",Availability,In Stock
MUZEM_125,Yellow gold ring AN1956,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-ring-an1956/,Yellow gold ring AN1956 | Muzem Emeralds,Shop Yellow gold ring AN1956 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Yellow gold ring AN1956,product,https://muzem.co/en/shop/stones-and-their-shapes/round/yellow-gold-ring-an1956/,https://muzem.co/wp-content/uploads/2025/03/AN1956-1.jpg,Shop Yellow gold ring AN1956 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,Muzem Emeralds,2600000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1956,Shop Yellow gold ring AN1956 at Muzem Emeralds. Authentic Colombian emerald ring in 18k Yellow Gold. 4th generation family jewelry from Bogotá & Medellín.,https://muzem.co/wp-content/uploads/2025/03/AN1956-1.jpg,Price,"$2,600,000 COP",Availability,In Stock
MUZEM_126,Yellow gold ring AN1958,https://muzem.co/en/shop/stones-and-their-shapes/cabochon/yellow-gold-ring-an1958/,Yellow gold ring AN1958 | Muzem Emeralds,Discover Yellow gold ring AN1958 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold ring AN1958,product,https://muzem.co/en/shop/stones-and-their-shapes/cabochon/yellow-gold-ring-an1958/,https://muzem.co/wp-content/uploads/2025/03/AN1958-1.jpg,Discover Yellow gold ring AN1958 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,10000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN1958,Discover Yellow gold ring AN1958 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/03/AN1958-1.jpg,Price,"$10,000,000 COP",Availability,In Stock
MUZEM_127,Yellow gold ring AN2072,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-ring-an2072/,Yellow gold ring AN2072 | Muzem Emeralds,Yellow gold ring AN2072 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Yellow gold ring AN2072,product,https://muzem.co/en/shop/stones-and-their-shapes/marquise/yellow-gold-ring-an2072/,https://muzem.co/wp-content/uploads/2025/03/AN2072-2.jpg,Yellow gold ring AN2072 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,Muzem Emeralds,3000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN2072,Yellow gold ring AN2072 - Premium Colombian emerald jewelry by Muzem Emeralds. Handcrafted 18k Yellow Gold ring. Certificate of authenticity included.,https://muzem.co/wp-content/uploads/2025/03/AN2072-2.jpg,Price,"$3,000,000 COP",Availability,In Stock
MUZEM_128,Yellow gold ring AN2169,https://muzem.co/en/shop/stones-and-their-shapes/teardrop/yellow-gold-ring-an2169/,Yellow gold ring AN2169 | Muzem Emeralds,Discover Yellow gold ring AN2169 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Yellow gold ring AN2169,product,https://muzem.co/en/shop/stones-and-their-shapes/teardrop/yellow-gold-ring-an2169/,https://muzem.co/wp-content/uploads/2025/06/AN2169-3.jpg,Discover Yellow gold ring AN2169 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,Muzem Emeralds,12000000,COP,instock,Muzem Emeralds,summary_large_image,@muzem_emeralds,Yellow gold ring AN2169,Discover Yellow gold ring AN2169 - Certified Colombian emerald ring crafted in 18k Yellow Gold. Free shipping. 30-day returns. Muzem Emeralds.,https://muzem.co/wp-content/uploads/2025/06/AN2169-3.jpg,Price,"$12,000,000 COP",Availability,In Stock
