sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels
MUZ-YG18-PND-032,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in 18k yellow gold with carved natural emerald DJ2426,"Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1500.0,,,,muz-yg18-pnd-032,Pendant in 18k yellow gold with carved natural emerald DJ2426 | Muzem ,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in 18k yellow gold with carved natural emerald DJ2426 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2426 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2426 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2426 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,MUZEM Pendant in 18k yellow gold with carved natural emerald DJ2426 - Colombian Emerald Carved in 18k Yellow Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-YG18-PND-033,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in 18k yellow gold with carved natural Emerald DJ2439,"Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",2450.0,,,,muz-yg18-pnd-033,Pendant in 18k yellow gold with carved natural Emerald DJ2439 | Muzem ,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in 18k yellow gold with carved natural Emerald DJ2439 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,MUZEM Pendant in 18k yellow gold with carved natural Emerald DJ2439 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,MUZEM Pendant in 18k yellow gold with carved natural Emerald DJ2439 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,MUZEM Pendant in 18k yellow gold with carved natural Emerald DJ2439 - Colombian Emerald Carved in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,MUZEM Pendant in 18k yellow gold with carved natural Emerald DJ2439 - Colombian Emerald Carved in 18k Yellow Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-YG18-PND-034,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in 18k yellow gold with trapiche emeralds DJ2451,"Beautiful pendant featuring a trapiche Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a trapiche Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",7500.0,,,,muz-yg18-pnd-034,Pendant in 18k yellow gold with trapiche emeralds DJ2451 | Muzem Emera,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in 18k yellow gold with trapiche emeralds DJ2451 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,MUZEM Pendant in 18k yellow gold with trapiche emeralds DJ2451 - Colombian Emerald Trapiche in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,MUZEM Pendant in 18k yellow gold with trapiche emeralds DJ2451 - Colombian Emerald Trapiche in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,MUZEM Pendant in 18k yellow gold with trapiche emeralds DJ2451 - Colombian Emerald Trapiche in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,MUZEM Pendant in 18k yellow gold with trapiche emeralds DJ2451 - Colombian Emerald Trapiche in 18k Yellow Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Trapiche,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-035,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver DJ00,"Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",8500.0,,,,muz-sv925-pnd-035,Pendant in silver DJ00 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Pendant in silver DJ00 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,MUZEM Pendant in silver DJ00 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,MUZEM Pendant in silver DJ00 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,MUZEM Pendant in silver DJ00 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,MUZEM Pendant in silver DJ00 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-036,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver DJ010,"Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1625.0,,,,muz-sv925-pnd-036,Pendant in silver DJ010 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Pendant in silver DJ010 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,MUZEM Pendant in silver DJ010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,MUZEM Pendant in silver DJ010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,MUZEM Pendant in silver DJ010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,MUZEM Pendant in silver DJ010 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-037,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ001,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",875.0,,,,muz-sv925-pnd-037,Pendant in silver with carved natural emerald DJ001 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ001 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ001 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ001 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ001 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ001 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-038,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ002,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",325.0,,,,muz-sv925-pnd-038,Pendant in silver with carved natural emerald DJ002 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ002 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ002 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ002 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ002 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ002 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-039,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ003,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",750.0,,,,muz-sv925-pnd-039,Pendant in silver with carved natural emerald DJ003 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ003 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ003 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ003 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ003 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ003 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-040,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ004,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",300.0,,,,muz-sv925-pnd-040,Pendant in silver with carved natural emerald DJ004 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ004 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,MUZEM Pendant in silver with carved natural emerald DJ004 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-041,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ005,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",450.0,,,,muz-sv925-pnd-041,Pendant in silver with carved natural emerald DJ005 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ005 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ005 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-042,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ006,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",450.0,,,,muz-sv925-pnd-042,Pendant in silver with carved natural emerald DJ006 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ006 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,MUZEM Pendant in silver with carved natural emerald DJ006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,MUZEM Pendant in silver with carved natural emerald DJ006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,MUZEM Pendant in silver with carved natural emerald DJ006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,MUZEM Pendant in silver with carved natural emerald DJ006 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-043,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ008,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1500.0,,,,muz-sv925-pnd-043,Pendant in silver with carved natural emerald DJ008 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ008 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ008 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ008 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ008 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,MUZEM Pendant in silver with carved natural emerald DJ008 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-044,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Pendant in silver with carved natural emerald DJ009,"Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1250.0,,,,muz-sv925-pnd-044,Pendant in silver with carved natural emerald DJ009 | Muzem Emeralds C,"colombian-emerald, natural-stone, certified",Shop Pendant in silver with carved natural emerald DJ009 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ009 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ009 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ009 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,MUZEM Pendant in silver with carved natural emerald DJ009 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-WG18-PND-045,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in white gold DJ1030,"Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",575.0,,,,muz-wg18-pnd-045,Pendant in white gold DJ1030 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in white gold DJ1030 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,MUZEM Pendant in white gold DJ1030 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,MUZEM Pendant in white gold DJ1030 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,MUZEM Pendant in white gold DJ1030 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,MUZEM Pendant in white gold DJ1030 - Colombian Emerald Natural in White Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=White Gold,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-WG18-PND-046,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in white gold DJ1299,"Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",2500.0,,,,muz-wg18-pnd-046,Pendant in white gold DJ1299 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in white gold DJ1299 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,MUZEM Pendant in white gold DJ1299 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,MUZEM Pendant in white gold DJ1299 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,MUZEM Pendant in white gold DJ1299 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,MUZEM Pendant in white gold DJ1299 - Colombian Emerald Natural in White Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=White Gold,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-WG18-PND-047,,Default,simple,Default Category/Pendants/Gold Jewelry,base,Pendant in white gold DJ1350,"Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",575.0,,,,muz-wg18-pnd-047,Pendant in white gold DJ1350 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Pendant in white gold DJ1350 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,MUZEM Pendant in white gold DJ1350 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,MUZEM Pendant in white gold DJ1350 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,MUZEM Pendant in white gold DJ1350 - Colombian Emerald Natural in White Gold,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,MUZEM Pendant in white gold DJ1350 - Colombian Emerald Natural in White Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=White Gold,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
