sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels
MUZ-YG18-RNG-064,,Default,simple,Default Category/Rings/Gold Jewelry,base,Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467,"Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",23000.0,,,,muz-yg18-rng-064,Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shippin,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,MUZEM Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,MUZEM Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,MUZEM Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,MUZEM Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467 - Colombian Emerald Natural in 18k Yellow Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-YG18-RNG-065,,Default,simple,Default Category/Rings/Gold Jewelry,base,Ring in yellow gold AN2171,"Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",25000.0,,,,muz-yg18-rng-065,Ring in yellow gold AN2171 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified, 18k-gold",Shop Ring in yellow gold AN2171 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,MUZEM Ring in yellow gold AN2171 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,MUZEM Ring in yellow gold AN2171 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,MUZEM Ring in yellow gold AN2171 - Colombian Emerald Natural in 18k Yellow Gold,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,MUZEM Ring in yellow gold AN2171 - Colombian Emerald Natural in 18k Yellow Gold,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-YG18-RNG-066,,Default,simple,Default Category/Rings/Gold Jewelry,base,"Ring yellow gold Emerald 0.68 cts, drop cut AN2459","Beautiful ring featuring a drop cut Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a drop cut Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",3100.0,,,,muz-yg18-rng-066,"Ring yellow gold Emerald 0.68 cts, drop cut AN2459 | Muzem Emeralds Co","colombian-emerald, natural-stone, certified, 18k-gold","Shop Ring yellow gold Emerald 0.68 cts, drop cut AN2459 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.",https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,"MUZEM Ring yellow gold Emerald 0.68 cts, drop cut AN2459 - Colombian Emerald Drop Cut in 18k Yellow Gold",https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,"MUZEM Ring yellow gold Emerald 0.68 cts, drop cut AN2459 - Colombian Emerald Drop Cut in 18k Yellow Gold",https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,"MUZEM Ring yellow gold Emerald 0.68 cts, drop cut AN2459 - Colombian Emerald Drop Cut in 18k Yellow Gold",https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,"MUZEM Ring yellow gold Emerald 0.68 cts, drop cut AN2459 - Colombian Emerald Drop Cut in 18k Yellow Gold",2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=18k Yellow Gold,emerald_type=Drop Cut,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-BRC-067,,Default,simple,Default Category/Bracelets/Silver Jewelry,base,Silver bracelet PL01,"Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",500.0,,,,muz-sv925-brc-067,Silver bracelet PL01 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver bracelet PL01 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,MUZEM Silver bracelet PL01 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,MUZEM Silver bracelet PL01 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,MUZEM Silver bracelet PL01 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,MUZEM Silver bracelet PL01 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Bracelet,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-BRC-068,,Default,simple,Default Category/Bracelets/Silver Jewelry,base,Silver bracelet PL02,"Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1500.0,,,,muz-sv925-brc-068,Silver bracelet PL02 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver bracelet PL02 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,MUZEM Silver bracelet PL02 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,MUZEM Silver bracelet PL02 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,MUZEM Silver bracelet PL02 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,MUZEM Silver bracelet PL02 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Bracelet,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-BRC-069,,Default,simple,Default Category/Bracelets/Silver Jewelry,base,Silver bracelet PL04,"Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful bracelet featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",875.0,,,,muz-sv925-brc-069,Silver bracelet PL04 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver bracelet PL04 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,MUZEM Silver bracelet PL04 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,MUZEM Silver bracelet PL04 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,MUZEM Silver bracelet PL04 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,MUZEM Silver bracelet PL04 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Bracelet,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-070,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver earrings AR011,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",2250.0,,,,muz-sv925-rng-070,Silver earrings AR011 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver earrings AR011 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,MUZEM Silver earrings AR011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,MUZEM Silver earrings AR011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,MUZEM Silver earrings AR011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,MUZEM Silver earrings AR011 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-071,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Silver pendant DJ011,"Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1125.0,,,,muz-sv925-pnd-071,Silver pendant DJ011 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver pendant DJ011 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,MUZEM Silver pendant DJ011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,MUZEM Silver pendant DJ011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,MUZEM Silver pendant DJ011 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,MUZEM Silver pendant DJ011 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-PND-072,,Default,simple,Default Category/Pendants/Silver Jewelry,base,Silver pendant DJ012,"Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful pendant featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",350.0,,,,muz-sv925-pnd-072,Silver pendant DJ012 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver pendant DJ012 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,MUZEM Silver pendant DJ012 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,MUZEM Silver pendant DJ012 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,MUZEM Silver pendant DJ012 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,MUZEM Silver pendant DJ012 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Pendant,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-073,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver ring AN001,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",375.0,,,,muz-sv925-rng-073,Silver ring AN001 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver ring AN001 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,MUZEM Silver ring AN001 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,MUZEM Silver ring AN001 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,MUZEM Silver ring AN001 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,MUZEM Silver ring AN001 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-074,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver Ring AN002,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",300.0,,,,muz-sv925-rng-074,Silver Ring AN002 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver Ring AN002 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,MUZEM Silver Ring AN002 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,MUZEM Silver Ring AN002 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,MUZEM Silver Ring AN002 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,MUZEM Silver Ring AN002 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-075,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver ring AN003,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",250.0,,,,muz-sv925-rng-075,Silver ring AN003 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver ring AN003 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,MUZEM Silver ring AN003 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,MUZEM Silver ring AN003 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,MUZEM Silver ring AN003 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,MUZEM Silver ring AN003 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-076,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver ring AN007,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1125.0,,,,muz-sv925-rng-076,Silver ring AN007 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver ring AN007 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,MUZEM Silver ring AN007 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,MUZEM Silver ring AN007 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,MUZEM Silver ring AN007 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,MUZEM Silver ring AN007 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-077,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver ring AN010,"Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",1000.0,,,,muz-sv925-rng-077,Silver ring AN010 | Muzem Emeralds Colombia,"colombian-emerald, natural-stone, certified",Shop Silver ring AN010 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,MUZEM Silver ring AN010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,MUZEM Silver ring AN010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,MUZEM Silver ring AN010 - Colombian Emerald Natural in Silver,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,MUZEM Silver ring AN010 - Colombian Emerald Natural in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Natural,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-078,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver Ring with Natural Carved Emerald AN004,"Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",225.0,,,,muz-sv925-rng-078,Silver Ring with Natural Carved Emerald AN004 | Muzem Emeralds Colombi,"colombian-emerald, natural-stone, certified",Shop Silver Ring with Natural Carved Emerald AN004 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN004 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN004 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-079,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver Ring with Natural Carved Emerald AN005,"Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",300.0,,,,muz-sv925-rng-079,Silver Ring with Natural Carved Emerald AN005 | Muzem Emeralds Colombi,"colombian-emerald, natural-stone, certified",Shop Silver Ring with Natural Carved Emerald AN005 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN005 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,MUZEM Silver Ring with Natural Carved Emerald AN005 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
MUZ-SV925-RNG-080,,Default,simple,Default Category/Rings/Silver Jewelry,base,Silver Ring with Natural Carved Emerald AN006,"Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.","Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.",0.1,1,Taxable Goods,"Catalog, Search",625.0,,,,muz-sv925-rng-080,Silver Ring with Natural Carved Emerald AN006 | Muzem Emeralds Colombi,"colombian-emerald, natural-stone, certified",Shop Silver Ring with Natural Carved Emerald AN006 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,MUZEM Silver Ring with Natural Carved Emerald AN006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,MUZEM Silver Ring with Natural Carved Emerald AN006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,MUZEM Silver Ring with Natural Carved Emerald AN006 - Colombian Emerald Carved in Silver,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,MUZEM Silver Ring with Natural Carved Emerald AN006 - Colombian Emerald Carved in Silver,2026-02-22 02:05:23,2026-02-22 02:05:23,,,Block after Info Column,,,,,,,,,,,,Colombia,"material=Silver,emerald_type=Carved,jewelry_type=Ring,brand=Muzem Emeralds",1,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,
