product_id,title,jewelry_type,material,category,regular_price,sale_price,stock_status,url,image_url,seo_filename,local_image_path,scraped_at
MUZEM_013,Chain in white gold CD1401,Other,White Gold,White Gold,1.100.000,1.100.000.,In stock,https://muzem.co/en/shop/white-gold/chains-in-white-gold/chain-in-white-gold-cd1401/,https://muzem.co/wp-content/uploads/2025/03/CD1401-2.jpg,MUZEM_013_Chain_in_white_gold_CD1401.jpg,/mnt/okcomputer/output/raw_images/MUZEM_013_Chain_in_white_gold_CD1401.jpg,2026-02-22T02:01:25.821758
MUZEM_014,Chain in white gold CD1553,Other,White Gold,White Gold,1.500.000,1.500.000.,In stock,https://muzem.co/en/shop/white-gold/chains-in-white-gold/chain-in-white-gold-cd1553/,https://muzem.co/wp-content/uploads/2025/03/CD1553-1.jpg,MUZEM_014_Chain_in_white_gold_CD1553.jpg,/mnt/okcomputer/output/raw_images/MUZEM_014_Chain_in_white_gold_CD1553.jpg,2026-02-22T02:01:25.821758
MUZEM_015,Earrings in silver AR005,Ring,Silver,Silver,12.000.000,12.000.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar005/,https://muzem.co/wp-content/uploads/2025/06/AR005-4.jpg,MUZEM_015_Earrings_in_silver_AR005.jpg,/mnt/okcomputer/output/raw_images/MUZEM_015_Earrings_in_silver_AR005.jpg,2026-02-22T02:01:25.821758
MUZEM_016,Earrings in silver AR006,Ring,Silver,Silver,20.000.000,20.000.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar006/,https://muzem.co/wp-content/uploads/2025/03/AR00-4.jpg,MUZEM_016_Earrings_in_silver_AR006.jpg,/mnt/okcomputer/output/raw_images/MUZEM_016_Earrings_in_silver_AR006.jpg,2026-02-22T02:01:25.821758
MUZEM_017,Earrings in silver AR007,Ring,Silver,Silver,1.800.000,1.800.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar007/,https://muzem.co/wp-content/uploads/2025/05/AR01-2.jpg,MUZEM_017_Earrings_in_silver_AR007.jpg,/mnt/okcomputer/output/raw_images/MUZEM_017_Earrings_in_silver_AR007.jpg,2026-02-22T02:01:25.821758
MUZEM_018,Earrings in silver AR008,Ring,Silver,Silver,1.800.000,1.800.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar008/,https://muzem.co/wp-content/uploads/2025/05/AR02-4.jpg,MUZEM_018_Earrings_in_silver_AR008.jpg,/mnt/okcomputer/output/raw_images/MUZEM_018_Earrings_in_silver_AR008.jpg,2026-02-22T02:01:25.821758
MUZEM_019,Earrings in silver AR009,Ring,Silver,Silver,2.500.000,2.500.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar009/,https://muzem.co/wp-content/uploads/2025/06/AR009-1.jpg,MUZEM_019_Earrings_in_silver_AR009.jpg,/mnt/okcomputer/output/raw_images/MUZEM_019_Earrings_in_silver_AR009.jpg,2026-02-22T02:01:25.821758
MUZEM_020,Earrings in silver AR010,Ring,Silver,Silver,2.500.000,2.500.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-ar010/,https://muzem.co/wp-content/uploads/2025/06/AR010_8pwjpysqxja_2025-06-28-13-57-15.jpg,MUZEM_020_Earrings_in_silver_AR010.jpg,/mnt/okcomputer/output/raw_images/MUZEM_020_Earrings_in_silver_AR010.jpg,2026-02-22T02:01:25.821758
MUZEM_021,Earrings in silver with carved natural emerald AR002,Ring,Silver,Silver,1.200.000,1.200.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-with-carved-natural-emerald-ar002/,https://muzem.co/wp-content/uploads/2025/05/AR002-1-1.jpg,MUZEM_021_Earrings_in_silver_with_carved_natural_emerald_AR0.jpg,/mnt/okcomputer/output/raw_images/MUZEM_021_Earrings_in_silver_with_carved_natural_emerald_AR0.jpg,2026-02-22T02:01:25.821758
MUZEM_022,Earrings in silver with carved natural emerald AR003,Ring,Silver,Silver,1.200.000,1.200.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-with-carved-natural-emerald-ar003/,https://muzem.co/wp-content/uploads/2025/05/AR003-4.jpg,MUZEM_022_Earrings_in_silver_with_carved_natural_emerald_AR0.jpg,/mnt/okcomputer/output/raw_images/MUZEM_022_Earrings_in_silver_with_carved_natural_emerald_AR0.jpg,2026-02-22T02:01:25.821758
MUZEM_023,Earrings in silver with Natural Emerald Carved AR004,Ring,Silver,Silver,3.000.000,3.000.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/earrings-in-silver-with-natural-emerald-carved-ar004/,https://muzem.co/wp-content/uploads/2025/05/AR004-4.jpg,MUZEM_023_Earrings_in_silver_with_Natural_Emerald_Carved_AR0.jpg,/mnt/okcomputer/output/raw_images/MUZEM_023_Earrings_in_silver_with_Natural_Emerald_Carved_AR0.jpg,2026-02-22T02:01:25.821758
MUZEM_024,Earrings in white gold AR1981,Ring,White Gold,,4.000.000,4.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/round/earrings-in-white-gold-ar1981/,https://muzem.co/wp-content/uploads/2025/07/AR1981-3.jpg,MUZEM_024_Earrings_in_white_gold_AR1981.jpg,/mnt/okcomputer/output/raw_images/MUZEM_024_Earrings_in_white_gold_AR1981.jpg,2026-02-22T02:01:25.821758
MUZEM_025,Earrings in yellow gold AR2437,Ring,18k Yellow Gold,Yellow Gold,12.000.000,12.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-earrings/earrings-in-yellow-gold-ar2437/,https://muzem.co/wp-content/uploads/2025/07/AR2437-3.jpg,MUZEM_025_Earrings_in_yellow_gold_AR2437.jpg,/mnt/okcomputer/output/raw_images/MUZEM_025_Earrings_in_yellow_gold_AR2437.jpg,2026-02-22T02:01:25.821758
MUZEM_026,Earrings in yellow gold AR2490,Ring,18k Yellow Gold,Yellow Gold,15.000.000,15.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/earrings-in-yellow-gold-ar2490/,https://muzem.co/wp-content/uploads/2025/08/AR2490-3.jpg,MUZEM_026_Earrings_in_yellow_gold_AR2490.jpg,/mnt/okcomputer/output/raw_images/MUZEM_026_Earrings_in_yellow_gold_AR2490.jpg,2026-02-22T02:01:25.821758
MUZEM_027,Earrings in yellow gold AR2882,Ring,18k Yellow Gold,,6.500.000,6.500.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/marquise/earrings-in-yellow-gold-ar2882/,https://muzem.co/wp-content/uploads/2025/06/AR2882-4.jpg,MUZEM_027_Earrings_in_yellow_gold_AR2882.jpg,/mnt/okcomputer/output/raw_images/MUZEM_027_Earrings_in_yellow_gold_AR2882.jpg,2026-02-22T02:01:25.821758
MUZEM_028,Earrings Yellow Gold AR2270,Ring,18k Yellow Gold,Yellow Gold,15.000.000,15.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-earrings/earrings-yellow-gold-ar2270/,https://muzem.co/wp-content/uploads/2025/03/AR2270.2.jpg,MUZEM_028_Earrings_Yellow_Gold_AR2270.jpg,/mnt/okcomputer/output/raw_images/MUZEM_028_Earrings_Yellow_Gold_AR2270.jpg,2026-02-22T02:01:25.821758
MUZEM_029,Earrings yellow gold AR2725,Ring,18k Yellow Gold,,10.000.000,10.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/teardrop/earrings-yellow-gold-ar2725/,https://muzem.co/wp-content/uploads/2025/04/AR2725-1.jpg,MUZEM_029_Earrings_yellow_gold_AR2725.jpg,/mnt/okcomputer/output/raw_images/MUZEM_029_Earrings_yellow_gold_AR2725.jpg,2026-02-22T02:01:25.821758
MUZEM_030,Pendant in 18k yellow gold with carved natural emerald DJ2416,Ring,18k Yellow Gold,Yellow Gold,9.000.000,9.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/pendant-in-18k-yellow-gold-with-carved-natural-emerald-dj2416/,https://muzem.co/wp-content/uploads/2025/06/DJ2416-4.jpg,MUZEM_030_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,/mnt/okcomputer/output/raw_images/MUZEM_030_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,2026-02-22T02:01:25.821758
MUZEM_031,Pendant in 18k yellow gold with carved natural emerald DJ2420,Ring,18k Yellow Gold,Yellow Gold,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/pendant-in-18k-yellow-gold-with-carved-natural-emerald-dj2420/,https://muzem.co/wp-content/uploads/2025/06/DJ2420-3.jpeg,MUZEM_031_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,/mnt/okcomputer/output/raw_images/MUZEM_031_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,2026-02-22T02:01:25.821758
MUZEM_032,Pendant in 18k yellow gold with carved natural emerald DJ2426,Ring,18k Yellow Gold,Yellow Gold,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/pendant-in-18k-yellow-gold-with-carved-natural-emerald-dj2426/,https://muzem.co/wp-content/uploads/2025/06/DJ2426-2.jpg,MUZEM_032_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,/mnt/okcomputer/output/raw_images/MUZEM_032_Pendant_in_18k_yellow_gold_with_carved_natural_eme.jpg,2026-02-22T02:01:25.821758
MUZEM_033,Pendant in 18k yellow gold with carved natural Emerald DJ2439,Ring,18k Yellow Gold,Yellow Gold,9.800.000,9.800.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/pendant-in-18k-yellow-gold-with-carved-natural-emerald-dj2439/,https://muzem.co/wp-content/uploads/2025/06/DJ2439-2.jpeg,MUZEM_033_Pendant_in_18k_yellow_gold_with_carved_natural_Eme.jpg,/mnt/okcomputer/output/raw_images/MUZEM_033_Pendant_in_18k_yellow_gold_with_carved_natural_Eme.jpg,2026-02-22T02:01:25.821758
MUZEM_034,Pendant in 18k yellow gold with trapiche emeralds DJ2451,Ring,18k Yellow Gold,,30.000.000,30.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/pendant-in-18k-yellow-gold-with-trapiche-emeralds-dj2451/,https://muzem.co/wp-content/uploads/2025/06/DJ2451_so9gfujy0mk_2025-06-16-17-38-56.jpg,MUZEM_034_Pendant_in_18k_yellow_gold_with_trapiche_emeralds_.jpg,/mnt/okcomputer/output/raw_images/MUZEM_034_Pendant_in_18k_yellow_gold_with_trapiche_emeralds_.jpg,2026-02-22T02:01:25.821758
MUZEM_035,Pendant in silver DJ00,Ring,Silver,Silver,34.000.000,34.000.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-dj00/,https://muzem.co/wp-content/uploads/2025/03/DJ00-5.jpg,MUZEM_035_Pendant_in_silver_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_035_Pendant_in_silver_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_036,Pendant in silver DJ010,Ring,Silver,Silver,6.500.000,6.500.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-dj010/,https://muzem.co/wp-content/uploads/2025/06/DJ1009_5ysl6ivrrvn_2025-06-13-11-29-39.jpg,MUZEM_036_Pendant_in_silver_DJ010.jpg,/mnt/okcomputer/output/raw_images/MUZEM_036_Pendant_in_silver_DJ010.jpg,2026-02-22T02:01:25.821758
MUZEM_037,Pendant in silver with carved natural emerald DJ001,Ring,Silver,Silver,3.500.000,3.500.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj1000/,https://muzem.co/wp-content/uploads/2025/03/DJ1000-4.jpg,MUZEM_037_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_037_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_038,Pendant in silver with carved natural emerald DJ002,Ring,Silver,Silver,1.300.000,1.300.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj002/,https://muzem.co/wp-content/uploads/2025/05/DJ1001-1.jpg,MUZEM_038_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_038_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_039,Pendant in silver with carved natural emerald DJ003,Ring,Silver,Silver,3.000.000,3.000.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj003/,https://muzem.co/wp-content/uploads/2025/05/DJ1002-4.jpg,MUZEM_039_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_039_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_040,Pendant in silver with carved natural emerald DJ004,Ring,Silver,Silver,1.200.000,1.200.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj004/,https://muzem.co/wp-content/uploads/2025/05/DJ1003-4.jpg,MUZEM_040_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_040_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_041,Pendant in silver with carved natural emerald DJ005,Ring,Silver,Silver,1.800.000,1.800.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj005/,https://muzem.co/wp-content/uploads/2025/05/DJ1004-3.jpg,MUZEM_041_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_041_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_042,Pendant in silver with carved natural emerald DJ006,Ring,Silver,Silver,1.800.000,1.800.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj006/,https://muzem.co/wp-content/uploads/2025/05/DJ1005-2.jpg,MUZEM_042_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_042_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_043,Pendant in silver with carved natural emerald DJ008,Ring,Silver,Silver,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj008/,https://muzem.co/wp-content/uploads/2025/06/DJ1007-1.jpg,MUZEM_043_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_043_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_044,Pendant in silver with carved natural emerald DJ009,Ring,Silver,Silver,5.000.000,5.000.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/pendant-in-silver-with-carved-natural-emerald-dj009/,https://muzem.co/wp-content/uploads/2025/06/DJ1008-3.jpg,MUZEM_044_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,/mnt/okcomputer/output/raw_images/MUZEM_044_Pendant_in_silver_with_carved_natural_emerald_DJ00.jpg,2026-02-22T02:01:25.821758
MUZEM_045,Pendant in white gold DJ1030,Ring,White Gold,,2.300.000,2.300.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/marquise/pendant-in-white-gold-dj1030/,https://muzem.co/wp-content/uploads/2025/03/DJ1030-2.jpg,MUZEM_045_Pendant_in_white_gold_DJ1030.jpg,/mnt/okcomputer/output/raw_images/MUZEM_045_Pendant_in_white_gold_DJ1030.jpg,2026-02-22T02:01:25.821758
MUZEM_046,Pendant in white gold DJ1299,Ring,White Gold,,10.000.000,10.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/pendant-in-white-gold-dj1299/,https://muzem.co/wp-content/uploads/2025/07/DJ1299-4.jpg,MUZEM_046_Pendant_in_white_gold_DJ1299.jpg,/mnt/okcomputer/output/raw_images/MUZEM_046_Pendant_in_white_gold_DJ1299.jpg,2026-02-22T02:01:25.821758
MUZEM_047,Pendant in white gold DJ1350,Ring,White Gold,,2.300.000,2.300.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/oval/pendant-in-white-gold-dj1350/,https://muzem.co/wp-content/uploads/2025/03/DJ1350_5pi5ibcre1x_2025-03-15-09-55-51.jpg,MUZEM_047_Pendant_in_white_gold_DJ1350.jpg,/mnt/okcomputer/output/raw_images/MUZEM_047_Pendant_in_white_gold_DJ1350.jpg,2026-02-22T02:01:25.821758
MUZEM_048,Pendant in white gold DJ1385,Ring,White Gold,,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/cushion/pendant-in-white-gold-dj1385/,https://muzem.co/wp-content/uploads/2025/07/DJ1385-4.jpg,MUZEM_048_Pendant_in_white_gold_DJ1385.jpg,/mnt/okcomputer/output/raw_images/MUZEM_048_Pendant_in_white_gold_DJ1385.jpg,2026-02-22T02:01:25.821758
MUZEM_049,Pendant in white gold DJ58 GY,Ring,White Gold,,5.500.000,5.500.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/oval/pendant-in-white-gold-dj58-gy/,https://muzem.co/wp-content/uploads/2025/07/DJ58-GY-4.jpg,MUZEM_049_Pendant_in_white_gold_DJ58_GY.jpg,/mnt/okcomputer/output/raw_images/MUZEM_049_Pendant_in_white_gold_DJ58_GY.jpg,2026-02-22T02:01:25.821758
MUZEM_050,Pendant in white gold DJ935,Ring,White Gold,White Gold,3.000.000,3.000.000.,In stock,https://muzem.co/en/shop/white-gold/white-gold-pendants/pendant-in-white-gold-dj935/,https://muzem.co/wp-content/uploads/2025/03/DJ935-4.jpg,MUZEM_050_Pendant_in_white_gold_DJ935.jpg,/mnt/okcomputer/output/raw_images/MUZEM_050_Pendant_in_white_gold_DJ935.jpg,2026-02-22T02:01:25.821758
MUZEM_051,Pendant in yellow gold DJ1220,Ring,18k Yellow Gold,,8.500.000,8.500.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/pendant-in-yellow-gold-dj1220/,https://muzem.co/wp-content/uploads/2025/05/DJ1220-3.jpg,MUZEM_051_Pendant_in_yellow_gold_DJ1220.jpg,/mnt/okcomputer/output/raw_images/MUZEM_051_Pendant_in_yellow_gold_DJ1220.jpg,2026-02-22T02:01:25.821758
MUZEM_052,Pendant in yellow gold DJ1806,Ring,18k Yellow Gold,Yellow Gold,40.000.000,40.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/yellow-gold-pendants/pendant-in-yellow-gold-dj1806/,https://muzem.co/wp-content/uploads/2025/03/DJ1806-2_momhlcp41fc_2025-02-28-16-53-30.jpg,MUZEM_052_Pendant_in_yellow_gold_DJ1806.jpg,/mnt/okcomputer/output/raw_images/MUZEM_052_Pendant_in_yellow_gold_DJ1806.jpg,2026-02-22T02:01:25.821758
MUZEM_053,Pendant in yellow gold DJ1879,Ring,18k Yellow Gold,,38.000.000,38.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/heart/pendant-in-yellow-gold-dj1879/,https://muzem.co/wp-content/uploads/2025/03/DJ1879.5.jpg,MUZEM_053_Pendant_in_yellow_gold_DJ1879.jpg,/mnt/okcomputer/output/raw_images/MUZEM_053_Pendant_in_yellow_gold_DJ1879.jpg,2026-02-22T02:01:25.821758
MUZEM_054,Pendant in yellow gold DJ2117,Ring,18k Yellow Gold,,36.000.000,36.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/pendant-in-yellow-gold-dj2117/,https://muzem.co/wp-content/uploads/2025/07/DJ2117_6xdkpp9sehb_2025-07-17-14-47-06.jpg,MUZEM_054_Pendant_in_yellow_gold_DJ2117.jpg,/mnt/okcomputer/output/raw_images/MUZEM_054_Pendant_in_yellow_gold_DJ2117.jpg,2026-02-22T02:01:25.821758
MUZEM_055,Pendant in yellow gold DJ2171,Ring,18k Yellow Gold,,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/round/pendant-in-yellow-gold-dj2171/,https://muzem.co/wp-content/uploads/2025/07/DJ2171-1.jpg,MUZEM_055_Pendant_in_yellow_gold_DJ2171.jpg,/mnt/okcomputer/output/raw_images/MUZEM_055_Pendant_in_yellow_gold_DJ2171.jpg,2026-02-22T02:01:25.821758
MUZEM_056,Pendant in yellow gold DJ2197,Ring,18k Yellow Gold,Yellow Gold,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/yellow-gold/pendant-in-yellow-gold-dj2197/,https://muzem.co/wp-content/uploads/2025/08/DJ2197_e6o0kt0rihq_2025-08-12-14-35-30.jpg,MUZEM_056_Pendant_in_yellow_gold_DJ2197.jpg,/mnt/okcomputer/output/raw_images/MUZEM_056_Pendant_in_yellow_gold_DJ2197.jpg,2026-02-22T02:01:25.821758
MUZEM_057,Pendant in yellow gold DJ2450,Ring,18k Yellow Gold,,35.000.000,35.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/oval/pendant-in-yellow-gold-dj2450/,https://muzem.co/wp-content/uploads/2025/06/DJ2450-2.jpg,MUZEM_057_Pendant_in_yellow_gold_DJ2450.jpg,/mnt/okcomputer/output/raw_images/MUZEM_057_Pendant_in_yellow_gold_DJ2450.jpg,2026-02-22T02:01:25.821758
MUZEM_058,Pendant in yellow gold DJ2452,Ring,18k Yellow Gold,,3.500.000,3.500.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/marquise/pendant-in-yellow-gold-dj2452/,https://muzem.co/wp-content/uploads/2025/06/DJ2452-3.jpg,MUZEM_058_Pendant_in_yellow_gold_DJ2452.jpg,/mnt/okcomputer/output/raw_images/MUZEM_058_Pendant_in_yellow_gold_DJ2452.jpg,2026-02-22T02:01:25.821758
MUZEM_059,Pendant in yellow gold DJ2458,Ring,18k Yellow Gold,,10.000.000,10.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/square/pendant-in-yellow-gold-dj2458/,https://muzem.co/wp-content/uploads/2025/06/DJ2458-4.jpg,MUZEM_059_Pendant_in_yellow_gold_DJ2458.jpg,/mnt/okcomputer/output/raw_images/MUZEM_059_Pendant_in_yellow_gold_DJ2458.jpg,2026-02-22T02:01:25.821758
MUZEM_060,PL00 Silver Bracelet,Bracelet,Silver,Silver,12.000.000,12.000.000.,In stock,https://muzem.co/en/shop/silver/silver-bracelets/pl00-silver-bracelet/,https://muzem.co/wp-content/uploads/2025/03/PL00-3.jpg,MUZEM_060_PL00_Silver_Bracelet.jpg,/mnt/okcomputer/output/raw_images/MUZEM_060_PL00_Silver_Bracelet.jpg,2026-02-22T02:01:25.821758
MUZEM_061,PL05 Silver Bracelet,Bracelet,Silver,Silver,8.500.000,8.500.000.,In stock,https://muzem.co/en/shop/silver/silver-bracelets/pl05-silver-bracelet/,https://muzem.co/wp-content/uploads/2025/05/PL05-1.jpg,MUZEM_061_PL05_Silver_Bracelet.jpg,/mnt/okcomputer/output/raw_images/MUZEM_061_PL05_Silver_Bracelet.jpg,2026-02-22T02:01:25.821758
MUZEM_062,Platinum Ring AN1017,Ring,Platinum,Platinum,32.000.000,32.000.000.,In stock,https://muzem.co/en/shop/platinum/platinum-ring-an1017/,https://muzem.co/wp-content/uploads/2025/03/AN1017.3.jpg,MUZEM_062_Platinum_Ring_AN1017.jpg,/mnt/okcomputer/output/raw_images/MUZEM_062_Platinum_Ring_AN1017.jpg,2026-02-22T02:01:25.821758
MUZEM_063,Ring in 18k Yellow Gold with Emerald and Diamonds AN2044,Ring,18k Yellow Gold,Yellow Gold,12.000.000,12.000.000,In stock,https://muzem.co/en/shop/yellow-gold/ring-in-18k-yellow-gold-with-emerald-and-diamonds-an2044/,https://muzem.co/wp-content/uploads/2026/02/IMG_1600.jpeg,MUZEM_063_Ring_in_18k_Yellow_Gold_with_Emerald_and_Diamonds_.jpg,/mnt/okcomputer/output/raw_images/MUZEM_063_Ring_in_18k_Yellow_Gold_with_Emerald_and_Diamonds_.jpg,2026-02-22T02:01:25.821758
MUZEM_064,Ring in 18k Yellow Gold with Natural Colombian Emerald High Quilted AN2467,Ring,18k Yellow Gold,Yellow Gold,92.000.000,92.000.000,In stock,https://muzem.co/en/shop/yellow-gold/ring-in-18k-yellow-gold-with-natural-colombian-emerald-high-quilted-an2467/,https://muzem.co/wp-content/uploads/2026/02/IMG_1553.jpg,MUZEM_064_Ring_in_18k_Yellow_Gold_with_Natural_Colombian_Eme.jpg,/mnt/okcomputer/output/raw_images/MUZEM_064_Ring_in_18k_Yellow_Gold_with_Natural_Colombian_Eme.jpg,2026-02-22T02:01:25.821758
MUZEM_065,Ring in yellow gold AN2171,Ring,18k Yellow Gold,,100.000.000,100.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/trapiche/ring-in-yellow-gold-an2171/,https://muzem.co/wp-content/uploads/2025/06/AN2171_n9amh3t78c_2025-06-12-11-34-35.jpg,MUZEM_065_Ring_in_yellow_gold_AN2171.jpg,/mnt/okcomputer/output/raw_images/MUZEM_065_Ring_in_yellow_gold_AN2171.jpg,2026-02-22T02:01:25.821758
MUZEM_066,"Ring yellow gold Emerald 0.68 cts, drop cut AN2459",Ring,18k Yellow Gold,Yellow Gold,12.400.000,12.400.000,In stock,https://muzem.co/en/shop/yellow-gold/ring-yellow-gold-emerald-0-68-cts-drop-cut-an2459/,https://muzem.co/wp-content/uploads/2026/01/IMG_1526.jpeg,MUZEM_066_Ring_yellow_gold_Emerald_068_cts_drop_cut_AN2459.jpg,/mnt/okcomputer/output/raw_images/MUZEM_066_Ring_yellow_gold_Emerald_068_cts_drop_cut_AN2459.jpg,2026-02-22T02:01:25.821758
MUZEM_067,Silver bracelet PL01,Bracelet,Silver,Silver,2.000.000,2.000.000.,In stock,https://muzem.co/en/shop/silver/silver-bracelets/silver-bracelet-pl01/,https://muzem.co/wp-content/uploads/2025/04/PL01-1.jpg,MUZEM_067_Silver_bracelet_PL01.jpg,/mnt/okcomputer/output/raw_images/MUZEM_067_Silver_bracelet_PL01.jpg,2026-02-22T02:01:25.821758
MUZEM_068,Silver bracelet PL02,Bracelet,Silver,Silver,6.000.000,6.000.000.,In stock,https://muzem.co/en/shop/silver/silver-bracelets/silver-bracelet-pl02/,https://muzem.co/wp-content/uploads/2025/05/PL02-1.jpg,MUZEM_068_Silver_bracelet_PL02.jpg,/mnt/okcomputer/output/raw_images/MUZEM_068_Silver_bracelet_PL02.jpg,2026-02-22T02:01:25.821758
MUZEM_069,Silver bracelet PL04,Bracelet,Silver,Silver,3.500.000,3.500.000.,In stock,https://muzem.co/en/shop/silver/silver-bracelets/silver-bracelet-pl04/,https://muzem.co/wp-content/uploads/2025/05/PL04-1.jpg,MUZEM_069_Silver_bracelet_PL04.jpg,/mnt/okcomputer/output/raw_images/MUZEM_069_Silver_bracelet_PL04.jpg,2026-02-22T02:01:25.821758
MUZEM_070,Silver earrings AR011,Ring,Silver,Silver,9.000.000,9.000.000.,In stock,https://muzem.co/en/shop/silver/silver-earrings/silver-earrings-ar011/,https://muzem.co/wp-content/uploads/2025/06/AR011_nosrnzovyh_2025-06-28-12-53-27.jpg,MUZEM_070_Silver_earrings_AR011.jpg,/mnt/okcomputer/output/raw_images/MUZEM_070_Silver_earrings_AR011.jpg,2026-02-22T02:01:25.821758
